input,output,modulus,operation
(94 + 52 + 50) % 10,6,10,addition
(44 + 35 + 9) % 10,8,10,addition
(60 * 24 * 63) % 10,0,10,multiplication
(15 * 83 * 92) % 10,0,10,multiplication
(93 * 1 * 17) % 10,1,10,multiplication
(68 * 15 * 89) % 10,0,10,multiplication
(26 * 65 * 7) % 10,0,10,multiplication
(11 + 65 * 13) % 10,6,10,addAndMulti
(51 + 15 + 84) % 10,0,10,addition
(62 * 15 * 93) % 10,0,10,multiplication
(89 * 93 * 21) % 10,7,10,multiplication
(28 * 99 * 64) % 10,8,10,multiplication
(66 * 95 * 25) % 10,0,10,multiplication
(88 * 96 + 74) % 10,2,10,addAndMulti
(73 + 59 + 18) % 10,0,10,addition
(49 + 62 * 41) % 10,1,10,addAndMulti
(71 * 36 * 35) % 10,0,10,multiplication
(79 + 12 * 79) % 10,7,10,addAndMulti
(40 * 53 * 96) % 10,0,10,multiplication
(2 + 59 + 3) % 10,4,10,addition
(83 * 92 + 94) % 10,0,10,addAndMulti
(36 * 87 + 64) % 10,6,10,addAndMulti
(91 + 33 + 1) % 10,5,10,addition
(57 * 30 * 23) % 10,0,10,multiplication
(83 + 39 + 74) % 10,6,10,addition
(24 * 63 + 10) % 10,2,10,addAndMulti
(40 + 52 * 16) % 10,2,10,addAndMulti
(75 + 72 + 41) % 10,8,10,addition
(30 * 53 * 30) % 10,0,10,multiplication
(91 * 91 * 74) % 10,4,10,multiplication
(89 * 82 + 37) % 10,5,10,addAndMulti
(62 + 64 * 2) % 10,0,10,addAndMulti
(66 * 45 + 99) % 10,9,10,addAndMulti
(53 * 86 * 46) % 10,8,10,multiplication
(92 + 39 * 1) % 10,1,10,addAndMulti
(16 * 63 + 56) % 10,4,10,addAndMulti
(13 * 13 * 51) % 10,9,10,multiplication
(83 * 4 + 48) % 10,0,10,addAndMulti
(40 + 31 * 98) % 10,8,10,addAndMulti
(91 + 1 * 85) % 10,6,10,addAndMulti
(0 * 37 * 21) % 10,0,10,multiplication
(45 + 45 + 0) % 10,0,10,addition
(89 * 98 * 11) % 10,2,10,multiplication
(78 + 94 * 97) % 10,6,10,addAndMulti
(15 + 49 + 4) % 10,8,10,addition
(1 * 42 + 89) % 10,1,10,addAndMulti
(24 + 59 * 62) % 10,2,10,addAndMulti
(66 * 37 + 23) % 10,5,10,addAndMulti
(69 * 23 * 72) % 10,4,10,multiplication
(74 * 22 + 9) % 10,7,10,addAndMulti
(45 + 73 * 22) % 10,1,10,addAndMulti
(80 * 77 + 2) % 10,2,10,addAndMulti
(77 * 42 * 38) % 10,2,10,multiplication
(79 * 40 + 6) % 10,6,10,addAndMulti
(50 + 67 + 37) % 10,4,10,addition
(78 + 24 + 89) % 10,1,10,addition
(61 + 94 * 66) % 10,5,10,addAndMulti
(56 * 33 * 48) % 10,4,10,multiplication
(32 + 73 + 14) % 10,9,10,addition
(6 + 49 + 47) % 10,2,10,addition
(62 + 85 + 82) % 10,9,10,addition
(18 + 30 * 52) % 10,8,10,addAndMulti
(93 + 65 * 67) % 10,8,10,addAndMulti
(98 * 66 * 45) % 10,0,10,multiplication
(15 + 92 + 64) % 10,1,10,addition
(82 * 34 + 39) % 10,7,10,addAndMulti
(13 * 20 + 45) % 10,5,10,addAndMulti
(16 + 94 + 38) % 10,8,10,addition
(3 * 61 + 57) % 10,0,10,addAndMulti
(11 * 86 + 30) % 10,6,10,addAndMulti
(99 + 47 + 2) % 10,8,10,addition
(61 * 1 * 56) % 10,6,10,multiplication
(11 + 50 + 27) % 10,8,10,addition
(27 * 34 + 11) % 10,9,10,addAndMulti
(28 + 59 + 13) % 10,0,10,addition
(18 * 92 * 55) % 10,0,10,multiplication
(12 * 40 + 72) % 10,2,10,addAndMulti
(11 + 81 + 83) % 10,5,10,addition
(99 * 87 * 91) % 10,3,10,multiplication
(95 * 27 * 40) % 10,0,10,multiplication
(64 * 70 * 63) % 10,0,10,multiplication
(27 + 92 * 29) % 10,5,10,addAndMulti
(41 + 47 * 75) % 10,6,10,addAndMulti
(34 + 5 + 1) % 10,0,10,addition
(35 * 82 + 94) % 10,4,10,addAndMulti
(73 * 23 + 47) % 10,6,10,addAndMulti
(45 + 79 * 13) % 10,2,10,addAndMulti
(49 + 89 + 28) % 10,6,10,addition
(85 * 66 + 77) % 10,7,10,addAndMulti
(31 + 81 + 90) % 10,2,10,addition
(12 * 9 * 97) % 10,6,10,multiplication
(17 + 34 + 96) % 10,7,10,addition
(9 * 28 + 70) % 10,2,10,addAndMulti
(73 + 53 + 66) % 10,2,10,addition
(95 * 94 * 53) % 10,0,10,multiplication
(6 + 80 + 87) % 10,3,10,addition
(83 + 20 + 79) % 10,2,10,addition
(82 * 2 + 33) % 10,7,10,addAndMulti
(47 * 55 + 26) % 10,1,10,addAndMulti
(71 * 3 * 88) % 10,4,10,multiplication
(55 * 1 + 78) % 10,3,10,addAndMulti
(2 + 23 + 56) % 10,1,10,addition
(20 + 70 + 54) % 10,4,10,addition
(98 + 62 + 4) % 10,4,10,addition
(55 * 71 + 7) % 10,2,10,addAndMulti
(66 * 73 * 70) % 10,0,10,multiplication
(53 + 25 + 47) % 10,5,10,addition
(73 + 72 * 93) % 10,9,10,addAndMulti
(76 + 25 * 95) % 10,1,10,addAndMulti
(7 * 71 * 44) % 10,8,10,multiplication
(36 + 99 * 91) % 10,5,10,addAndMulti
(48 + 43 + 86) % 10,7,10,addition
(90 * 24 * 27) % 10,0,10,multiplication
(87 + 0 * 53) % 10,7,10,addAndMulti
(29 * 84 + 4) % 10,0,10,addAndMulti
(4 * 7 + 44) % 10,2,10,addAndMulti
(4 * 89 * 93) % 10,8,10,multiplication
(70 * 33 + 64) % 10,4,10,addAndMulti
(2 + 66 * 41) % 10,8,10,addAndMulti
(4 + 33 * 2) % 10,0,10,addAndMulti
(39 * 69 * 40) % 10,0,10,multiplication
(1 + 14 * 53) % 10,3,10,addAndMulti
(89 + 22 * 85) % 10,9,10,addAndMulti
(2 * 31 + 33) % 10,5,10,addAndMulti
(62 * 88 + 64) % 10,0,10,addAndMulti
(44 + 52 * 49) % 10,2,10,addAndMulti
(48 * 55 * 77) % 10,0,10,multiplication
(15 + 95 + 41) % 10,1,10,addition
(21 + 86 + 83) % 10,0,10,addition
(60 * 36 * 95) % 10,0,10,multiplication
(41 + 71 * 68) % 10,9,10,addAndMulti
(89 + 70 * 56) % 10,9,10,addAndMulti
(82 * 33 * 82) % 10,2,10,multiplication
(75 + 72 + 52) % 10,9,10,addition
(59 * 51 * 73) % 10,7,10,multiplication
(32 + 38 + 88) % 10,8,10,addition
(75 * 25 + 41) % 10,6,10,addAndMulti
(92 + 66 + 78) % 10,6,10,addition
(60 * 52 + 59) % 10,9,10,addAndMulti
(43 + 31 * 37) % 10,0,10,addAndMulti
(76 + 60 + 35) % 10,1,10,addition
(17 + 38 * 83) % 10,1,10,addAndMulti
(87 * 57 * 44) % 10,6,10,multiplication
(71 + 71 * 82) % 10,3,10,addAndMulti
(41 * 81 * 32) % 10,2,10,multiplication
(90 + 23 * 53) % 10,9,10,addAndMulti
(22 + 38 * 39) % 10,4,10,addAndMulti
(50 + 13 * 39) % 10,7,10,addAndMulti
(3 + 2 * 7) % 10,7,10,addAndMulti
(70 * 64 + 62) % 10,2,10,addAndMulti
(8 + 43 * 85) % 10,3,10,addAndMulti
(8 + 3 * 30) % 10,8,10,addAndMulti
(96 + 19 + 37) % 10,2,10,addition
(33 * 97 + 55) % 10,6,10,addAndMulti
(41 * 72 + 8) % 10,0,10,addAndMulti
(74 * 9 + 71) % 10,7,10,addAndMulti
(63 + 17 * 94) % 10,1,10,addAndMulti
(20 * 67 + 45) % 10,5,10,addAndMulti
(62 + 8 + 75) % 10,5,10,addition
(3 + 38 * 98) % 10,7,10,addAndMulti
(79 * 13 + 86) % 10,3,10,addAndMulti
(1 + 49 * 72) % 10,9,10,addAndMulti
(23 * 12 * 77) % 10,2,10,multiplication
(67 * 34 + 44) % 10,2,10,addAndMulti
(39 + 53 + 63) % 10,5,10,addition
(25 + 69 * 59) % 10,6,10,addAndMulti
(76 + 63 + 7) % 10,6,10,addition
(15 * 39 * 21) % 10,5,10,multiplication
(2 + 35 + 1) % 10,8,10,addition
(64 * 33 + 62) % 10,4,10,addAndMulti
(80 + 33 + 45) % 10,8,10,addition
(92 + 93 * 11) % 10,5,10,addAndMulti
(27 * 76 * 51) % 10,2,10,multiplication
(73 + 57 + 38) % 10,8,10,addition
(14 * 56 + 24) % 10,8,10,addAndMulti
(9 + 8 + 79) % 10,6,10,addition
(37 + 85 * 86) % 10,7,10,addAndMulti
(4 + 73 + 48) % 10,5,10,addition
(0 * 16 * 67) % 10,0,10,multiplication
(61 + 84 * 36) % 10,5,10,addAndMulti
(56 * 92 * 20) % 10,0,10,multiplication
(89 * 87 * 92) % 10,6,10,multiplication
(41 + 8 + 50) % 10,9,10,addition
(17 + 74 + 87) % 10,8,10,addition
(90 * 53 * 31) % 10,0,10,multiplication
(98 + 68 * 36) % 10,6,10,addAndMulti
(64 + 67 + 5) % 10,6,10,addition
(96 * 37 + 10) % 10,2,10,addAndMulti
(68 + 96 * 46) % 10,4,10,addAndMulti
(53 + 39 * 46) % 10,7,10,addAndMulti
(28 * 34 + 45) % 10,7,10,addAndMulti
(12 * 31 * 32) % 10,4,10,multiplication
(0 + 10 * 78) % 10,0,10,addAndMulti
(87 + 86 + 8) % 10,1,10,addition
(0 + 48 * 91) % 10,8,10,addAndMulti
(2 + 29 + 34) % 10,5,10,addition
(78 + 18 + 19) % 10,5,10,addition
(51 * 57 * 62) % 10,4,10,multiplication
(21 * 99 * 74) % 10,6,10,multiplication
(54 * 30 + 9) % 10,9,10,addAndMulti
(81 * 84 + 4) % 10,8,10,addAndMulti
(52 + 72 * 35) % 10,2,10,addAndMulti
(44 + 10 * 77) % 10,4,10,addAndMulti
(36 + 79 * 29) % 10,7,10,addAndMulti
(87 + 9 + 99) % 10,5,10,addition
(36 + 30 + 81) % 10,7,10,addition
(81 + 2 + 60) % 10,3,10,addition
(92 * 85 * 5) % 10,0,10,multiplication
(17 * 98 * 26) % 10,6,10,multiplication
(41 + 47 + 69) % 10,7,10,addition
(14 + 25 * 65) % 10,9,10,addAndMulti
(78 * 9 + 46) % 10,8,10,addAndMulti
(85 * 34 + 3) % 10,3,10,addAndMulti
(18 * 30 * 27) % 10,0,10,multiplication
(43 * 19 * 13) % 10,1,10,multiplication
(28 * 51 * 69) % 10,2,10,multiplication
(69 + 86 * 86) % 10,5,10,addAndMulti
(66 + 25 * 7) % 10,1,10,addAndMulti
(91 + 37 + 62) % 10,0,10,addition
(14 * 68 + 93) % 10,5,10,addAndMulti
(96 * 12 + 29) % 10,1,10,addAndMulti
(66 * 67 * 60) % 10,0,10,multiplication
(53 * 54 + 78) % 10,0,10,addAndMulti
(91 * 40 * 65) % 10,0,10,multiplication
(73 + 27 + 15) % 10,5,10,addition
(55 + 8 * 28) % 10,9,10,addAndMulti
(74 + 27 * 68) % 10,0,10,addAndMulti
(17 + 4 * 67) % 10,5,10,addAndMulti
(40 + 2 * 49) % 10,8,10,addAndMulti
(24 + 5 * 66) % 10,4,10,addAndMulti
(0 * 1 + 38) % 10,8,10,addAndMulti
(44 + 78 + 11) % 10,3,10,addition
(17 * 19 + 11) % 10,4,10,addAndMulti
(41 * 28 * 68) % 10,4,10,multiplication
(52 * 37 * 61) % 10,4,10,multiplication
(23 * 37 + 56) % 10,7,10,addAndMulti
(69 * 71 + 10) % 10,9,10,addAndMulti
(78 * 11 * 72) % 10,6,10,multiplication
(34 + 47 + 13) % 10,4,10,addition
(40 + 88 * 7) % 10,6,10,addAndMulti
(47 + 44 + 52) % 10,3,10,addition
(55 + 63 + 18) % 10,6,10,addition
(66 * 84 + 16) % 10,0,10,addAndMulti
(12 + 89 + 12) % 10,3,10,addition
(38 + 37 * 12) % 10,2,10,addAndMulti
(87 * 27 * 59) % 10,1,10,multiplication
(8 + 70 + 90) % 10,8,10,addition
(45 + 38 + 64) % 10,7,10,addition
(27 + 48 + 67) % 10,2,10,addition
(10 + 48 + 62) % 10,0,10,addition
(87 + 32 * 53) % 10,3,10,addAndMulti
(54 * 45 * 51) % 10,0,10,multiplication
(87 * 34 * 87) % 10,6,10,multiplication
(77 + 37 + 73) % 10,7,10,addition
(67 * 41 + 0) % 10,7,10,addAndMulti
(26 * 89 * 75) % 10,0,10,multiplication
(18 * 27 + 13) % 10,9,10,addAndMulti
(82 + 69 * 19) % 10,3,10,addAndMulti
(22 * 0 * 58) % 10,0,10,multiplication
(70 * 32 * 10) % 10,0,10,multiplication
(5 * 34 + 97) % 10,7,10,addAndMulti
(90 + 55 + 36) % 10,1,10,addition
(47 * 58 + 3) % 10,9,10,addAndMulti
(14 * 18 + 60) % 10,2,10,addAndMulti
(65 + 19 + 57) % 10,1,10,addition
(6 + 3 * 71) % 10,9,10,addAndMulti
(56 + 31 * 74) % 10,0,10,addAndMulti
(36 + 96 * 67) % 10,8,10,addAndMulti
(14 * 92 * 73) % 10,4,10,multiplication
(16 + 5 * 41) % 10,1,10,addAndMulti
(81 + 68 * 1) % 10,9,10,addAndMulti
(50 * 22 + 73) % 10,3,10,addAndMulti
(95 + 22 * 51) % 10,7,10,addAndMulti
(60 + 9 + 49) % 10,8,10,addition
(31 * 26 + 43) % 10,9,10,addAndMulti
(50 * 82 * 47) % 10,0,10,multiplication
(56 + 2 * 32) % 10,0,10,addAndMulti
(38 * 76 * 95) % 10,0,10,multiplication
(81 * 8 * 39) % 10,2,10,multiplication
(63 * 21 * 81) % 10,3,10,multiplication
(35 + 98 * 73) % 10,9,10,addAndMulti
(66 + 37 + 40) % 10,3,10,addition
(48 + 88 * 42) % 10,4,10,addAndMulti
(29 * 54 + 49) % 10,5,10,addAndMulti
(56 + 27 * 32) % 10,0,10,addAndMulti
(19 * 74 * 42) % 10,2,10,multiplication
(15 * 28 * 38) % 10,0,10,multiplication
(11 * 12 + 69) % 10,1,10,addAndMulti
(24 * 76 * 56) % 10,4,10,multiplication
(57 * 2 + 9) % 10,3,10,addAndMulti
(7 + 51 * 40) % 10,7,10,addAndMulti
(51 + 78 + 98) % 10,7,10,addition
(23 * 71 + 2) % 10,5,10,addAndMulti
(57 * 11 + 92) % 10,9,10,addAndMulti
(94 + 1 * 3) % 10,7,10,addAndMulti
(63 + 84 * 61) % 10,7,10,addAndMulti
(86 + 58 * 35) % 10,6,10,addAndMulti
(31 * 5 * 87) % 10,5,10,multiplication
(48 * 10 + 45) % 10,5,10,addAndMulti
(25 * 60 * 78) % 10,0,10,multiplication
(51 + 30 * 26) % 10,1,10,addAndMulti
(31 * 82 * 30) % 10,0,10,multiplication
(38 * 49 * 4) % 10,8,10,multiplication
(61 * 61 + 18) % 10,9,10,addAndMulti
(48 + 67 + 70) % 10,5,10,addition
(64 + 6 + 87) % 10,7,10,addition
(53 * 55 * 74) % 10,0,10,multiplication
(80 * 15 * 28) % 10,0,10,multiplication
(28 + 16 * 29) % 10,2,10,addAndMulti
(99 + 5 * 65) % 10,4,10,addAndMulti
(69 + 75 * 46) % 10,9,10,addAndMulti
(83 + 17 + 97) % 10,7,10,addition
(82 + 0 * 3) % 10,2,10,addAndMulti
(55 + 5 + 91) % 10,1,10,addition
(60 + 6 * 18) % 10,8,10,addAndMulti
(61 + 8 + 51) % 10,0,10,addition
(74 * 41 * 52) % 10,8,10,multiplication
(22 * 69 + 62) % 10,0,10,addAndMulti
(77 + 85 + 90) % 10,2,10,addition
(7 * 18 * 57) % 10,2,10,multiplication
(39 * 81 + 37) % 10,6,10,addAndMulti
(47 * 72 * 13) % 10,2,10,multiplication
(4 + 51 + 80) % 10,5,10,addition
(34 * 0 + 58) % 10,8,10,addAndMulti
(23 * 99 * 64) % 10,8,10,multiplication
(96 * 50 * 13) % 10,0,10,multiplication
(44 + 77 * 47) % 10,3,10,addAndMulti
(96 * 25 * 32) % 10,0,10,multiplication
(11 * 74 + 24) % 10,8,10,addAndMulti
(59 * 90 + 95) % 10,5,10,addAndMulti
(59 + 82 * 85) % 10,9,10,addAndMulti
(13 + 59 * 78) % 10,5,10,addAndMulti
(60 + 91 * 6) % 10,6,10,addAndMulti
(70 * 52 + 31) % 10,1,10,addAndMulti
(66 * 79 + 18) % 10,2,10,addAndMulti
(3 + 37 * 62) % 10,7,10,addAndMulti
(92 + 60 * 25) % 10,2,10,addAndMulti
(31 + 72 * 6) % 10,3,10,addAndMulti
(67 + 60 + 32) % 10,9,10,addition
(86 + 67 + 4) % 10,7,10,addition
(42 * 16 + 25) % 10,7,10,addAndMulti
(92 * 11 * 88) % 10,6,10,multiplication
(21 + 3 * 81) % 10,4,10,addAndMulti
(48 + 39 * 9) % 10,9,10,addAndMulti
(72 * 30 + 80) % 10,0,10,addAndMulti
(70 * 48 * 21) % 10,0,10,multiplication
(24 * 15 * 66) % 10,0,10,multiplication
(39 + 36 + 86) % 10,1,10,addition
(60 + 61 + 35) % 10,6,10,addition
(16 + 55 * 40) % 10,6,10,addAndMulti
(54 * 69 + 49) % 10,5,10,addAndMulti
(23 * 29 + 11) % 10,8,10,addAndMulti
(68 + 8 * 24) % 10,0,10,addAndMulti
(21 * 67 + 30) % 10,7,10,addAndMulti
(61 + 30 * 74) % 10,1,10,addAndMulti
(9 * 40 + 40) % 10,0,10,addAndMulti
(19 + 5 + 42) % 10,6,10,addition
(4 * 45 * 6) % 10,0,10,multiplication
(92 * 42 * 97) % 10,8,10,multiplication
(46 + 97 + 35) % 10,8,10,addition
(61 + 87 + 30) % 10,8,10,addition
(93 * 86 * 75) % 10,0,10,multiplication
(68 + 70 * 35) % 10,8,10,addAndMulti
(93 * 17 + 57) % 10,8,10,addAndMulti
(81 + 67 + 13) % 10,1,10,addition
(52 * 77 * 82) % 10,8,10,multiplication
(28 * 91 * 85) % 10,0,10,multiplication
(43 * 74 * 45) % 10,0,10,multiplication
(53 * 46 * 70) % 10,0,10,multiplication
(97 + 74 + 63) % 10,4,10,addition
(12 + 42 * 23) % 10,8,10,addAndMulti
(40 + 15 * 87) % 10,5,10,addAndMulti
(85 * 66 * 88) % 10,0,10,multiplication
(2 + 7 + 81) % 10,0,10,addition
(12 * 89 + 14) % 10,2,10,addAndMulti
(42 * 52 * 97) % 10,8,10,multiplication
(29 * 21 * 13) % 10,7,10,multiplication
(52 + 5 + 11) % 10,8,10,addition
(10 * 73 * 5) % 10,0,10,multiplication
(29 + 27 * 42) % 10,3,10,addAndMulti
(94 + 50 + 13) % 10,7,10,addition
(68 + 16 + 93) % 10,7,10,addition
(55 * 62 + 46) % 10,6,10,addAndMulti
(42 + 16 + 95) % 10,3,10,addition
(43 * 90 + 30) % 10,0,10,addAndMulti
(69 + 86 * 51) % 10,5,10,addAndMulti
(23 + 95 * 6) % 10,3,10,addAndMulti
(4 * 50 * 41) % 10,0,10,multiplication
(81 * 45 + 5) % 10,0,10,addAndMulti
(33 * 24 * 29) % 10,8,10,multiplication
(25 * 89 * 40) % 10,0,10,multiplication
(1 + 9 * 83) % 10,8,10,addAndMulti
(84 * 40 + 6) % 10,6,10,addAndMulti
(27 * 56 * 4) % 10,8,10,multiplication
(44 * 8 * 22) % 10,4,10,multiplication
(53 * 51 + 3) % 10,6,10,addAndMulti
(18 + 7 * 15) % 10,3,10,addAndMulti
(31 + 2 + 79) % 10,2,10,addition
(59 + 54 * 11) % 10,3,10,addAndMulti
(97 * 95 * 98) % 10,0,10,multiplication
(35 + 78 * 22) % 10,1,10,addAndMulti
(72 + 45 + 16) % 10,3,10,addition
(13 * 41 + 55) % 10,8,10,addAndMulti
(51 + 35 + 70) % 10,6,10,addition
(11 + 78 * 65) % 10,1,10,addAndMulti
(42 + 42 + 40) % 10,4,10,addition
(32 * 33 + 55) % 10,1,10,addAndMulti
(29 * 27 * 87) % 10,1,10,multiplication
(88 + 97 + 54) % 10,9,10,addition
(67 + 84 * 55) % 10,7,10,addAndMulti
(65 * 0 + 81) % 10,1,10,addAndMulti
(85 + 44 * 44) % 10,1,10,addAndMulti
(57 + 66 + 75) % 10,8,10,addition
(34 + 48 + 11) % 10,3,10,addition
(92 * 91 * 76) % 10,2,10,multiplication
(66 * 94 + 70) % 10,4,10,addAndMulti
(98 * 95 * 67) % 10,0,10,multiplication
(2 + 4 * 20) % 10,2,10,addAndMulti
(20 + 69 * 77) % 10,3,10,addAndMulti
(46 * 78 * 6) % 10,8,10,multiplication
(26 + 66 + 91) % 10,3,10,addition
(44 * 14 + 61) % 10,7,10,addAndMulti
(59 + 36 + 2) % 10,7,10,addition
(17 + 71 * 55) % 10,2,10,addAndMulti
(62 + 82 * 29) % 10,0,10,addAndMulti
(14 + 90 * 60) % 10,4,10,addAndMulti
(44 * 77 * 3) % 10,4,10,multiplication
(50 * 24 * 97) % 10,0,10,multiplication
(18 * 62 * 73) % 10,8,10,multiplication
(66 + 34 + 70) % 10,0,10,addition
(34 * 28 * 78) % 10,6,10,multiplication
(98 + 5 * 33) % 10,3,10,addAndMulti
(15 * 29 + 94) % 10,9,10,addAndMulti
(78 + 91 + 46) % 10,5,10,addition
(28 + 45 + 44) % 10,7,10,addition
(96 + 26 + 68) % 10,0,10,addition
(61 + 47 + 28) % 10,6,10,addition
(16 + 62 + 18) % 10,6,10,addition
(84 * 90 + 14) % 10,4,10,addAndMulti
(34 + 32 + 35) % 10,1,10,addition
(25 + 61 * 82) % 10,7,10,addAndMulti
(74 + 25 * 50) % 10,4,10,addAndMulti
(63 + 68 * 87) % 10,9,10,addAndMulti
(51 * 74 * 89) % 10,6,10,multiplication
(3 + 94 * 7) % 10,1,10,addAndMulti
(53 * 10 * 76) % 10,0,10,multiplication
(2 * 42 + 19) % 10,3,10,addAndMulti
(73 + 60 + 65) % 10,8,10,addition
(28 + 29 * 3) % 10,5,10,addAndMulti
(34 + 62 * 49) % 10,2,10,addAndMulti
(70 + 37 + 59) % 10,6,10,addition
(31 * 90 + 76) % 10,6,10,addAndMulti
(37 * 37 + 94) % 10,3,10,addAndMulti
(67 + 59 * 64) % 10,3,10,addAndMulti
(91 * 70 * 71) % 10,0,10,multiplication
(55 * 67 + 31) % 10,6,10,addAndMulti
(12 * 54 * 71) % 10,8,10,multiplication
(79 * 65 + 31) % 10,6,10,addAndMulti
(31 * 34 * 11) % 10,4,10,multiplication
(35 * 86 + 43) % 10,3,10,addAndMulti
(60 * 94 * 40) % 10,0,10,multiplication
(39 + 87 * 16) % 10,1,10,addAndMulti
(23 * 9 + 57) % 10,4,10,addAndMulti
(23 + 42 * 38) % 10,9,10,addAndMulti
(74 * 77 + 41) % 10,9,10,addAndMulti
(72 * 15 * 44) % 10,0,10,multiplication
(9 * 98 * 19) % 10,8,10,multiplication
(84 * 73 * 60) % 10,0,10,multiplication
(29 * 23 * 71) % 10,7,10,multiplication
(58 + 2 * 51) % 10,0,10,addAndMulti
(43 + 16 + 7) % 10,6,10,addition
(8 + 97 + 58) % 10,3,10,addition
(87 + 60 + 99) % 10,6,10,addition
(71 + 24 * 90) % 10,1,10,addAndMulti
(10 * 2 * 64) % 10,0,10,multiplication
(70 * 16 * 66) % 10,0,10,multiplication
(65 * 31 + 80) % 10,5,10,addAndMulti
(43 * 43 + 80) % 10,9,10,addAndMulti
(2 * 38 + 4) % 10,0,10,addAndMulti
(49 * 50 + 57) % 10,7,10,addAndMulti
(84 + 63 * 28) % 10,8,10,addAndMulti
(18 * 32 * 53) % 10,8,10,multiplication
(89 + 11 * 58) % 10,7,10,addAndMulti
(3 + 12 + 7) % 10,2,10,addition
(93 + 12 + 7) % 10,2,10,addition
(19 + 78 + 38) % 10,5,10,addition
(10 + 45 * 18) % 10,0,10,addAndMulti
(74 + 25 + 67) % 10,6,10,addition
(47 + 87 * 63) % 10,8,10,addAndMulti
(91 * 73 * 41) % 10,3,10,multiplication
(52 + 17 + 27) % 10,6,10,addition
(88 + 91 + 22) % 10,1,10,addition
(47 * 84 * 13) % 10,4,10,multiplication
(86 + 31 + 17) % 10,4,10,addition
(11 + 40 + 20) % 10,1,10,addition
(92 + 17 * 80) % 10,2,10,addAndMulti
(85 + 22 * 34) % 10,3,10,addAndMulti
(95 * 13 + 78) % 10,3,10,addAndMulti
(32 + 6 + 87) % 10,5,10,addition
(30 + 52 * 96) % 10,2,10,addAndMulti
(83 * 48 + 4) % 10,8,10,addAndMulti
(98 + 88 + 13) % 10,9,10,addition
(19 + 7 * 96) % 10,1,10,addAndMulti
(6 + 45 + 37) % 10,8,10,addition
(31 * 34 + 76) % 10,0,10,addAndMulti
(10 * 32 + 73) % 10,3,10,addAndMulti
(41 + 60 + 50) % 10,1,10,addition
(96 * 79 * 77) % 10,8,10,multiplication
(26 * 26 + 34) % 10,0,10,addAndMulti
(53 * 76 * 60) % 10,0,10,multiplication
(0 * 72 * 0) % 10,0,10,multiplication
(50 * 94 * 19) % 10,0,10,multiplication
(92 * 86 * 77) % 10,4,10,multiplication
(54 + 27 * 22) % 10,8,10,addAndMulti
(98 * 47 * 65) % 10,0,10,multiplication
(68 * 49 + 96) % 10,8,10,addAndMulti
(32 * 92 * 59) % 10,6,10,multiplication
(93 + 40 + 94) % 10,7,10,addition
(31 * 19 + 36) % 10,5,10,addAndMulti
(11 * 87 + 61) % 10,8,10,addAndMulti
(0 + 43 * 37) % 10,1,10,addAndMulti
(99 + 60 + 35) % 10,4,10,addition
(65 * 45 + 77) % 10,2,10,addAndMulti
(75 * 28 + 67) % 10,7,10,addAndMulti
(84 + 40 * 64) % 10,4,10,addAndMulti
(47 + 86 * 3) % 10,5,10,addAndMulti
(96 * 22 + 3) % 10,5,10,addAndMulti
(66 + 20 * 12) % 10,6,10,addAndMulti
(82 * 93 * 99) % 10,4,10,multiplication
(43 + 47 * 74) % 10,1,10,addAndMulti
(45 * 43 + 40) % 10,5,10,addAndMulti
(5 * 10 * 80) % 10,0,10,multiplication
(56 * 67 * 71) % 10,2,10,multiplication
(43 + 28 * 51) % 10,1,10,addAndMulti
(26 + 4 * 47) % 10,4,10,addAndMulti
(2 * 3 + 97) % 10,3,10,addAndMulti
(54 * 33 * 31) % 10,2,10,multiplication
(39 * 28 + 20) % 10,2,10,addAndMulti
(95 * 81 * 45) % 10,5,10,multiplication
(3 + 20 * 7) % 10,3,10,addAndMulti
(76 + 60 * 93) % 10,6,10,addAndMulti
(51 * 49 + 23) % 10,2,10,addAndMulti
(2 + 96 * 11) % 10,8,10,addAndMulti
(70 * 73 + 93) % 10,3,10,addAndMulti
(53 * 90 * 19) % 10,0,10,multiplication
(90 * 20 + 93) % 10,3,10,addAndMulti
(61 + 83 * 50) % 10,1,10,addAndMulti
(76 + 35 + 14) % 10,5,10,addition
(48 + 22 * 96) % 10,0,10,addAndMulti
(31 + 37 + 7) % 10,5,10,addition
(22 + 76 * 24) % 10,6,10,addAndMulti
(51 + 12 + 4) % 10,7,10,addition
(4 * 70 + 12) % 10,2,10,addAndMulti
(31 + 1 * 53) % 10,4,10,addAndMulti
(65 * 32 + 20) % 10,0,10,addAndMulti
(3 + 73 + 7) % 10,3,10,addition
(89 * 45 * 86) % 10,0,10,multiplication
(38 * 72 * 87) % 10,2,10,multiplication
(97 * 41 * 78) % 10,6,10,multiplication
(44 * 29 * 18) % 10,8,10,multiplication
(49 * 89 + 23) % 10,4,10,addAndMulti
(69 + 66 + 91) % 10,6,10,addition
(76 + 34 + 87) % 10,7,10,addition
(64 * 13 * 11) % 10,2,10,multiplication
(0 + 89 + 74) % 10,3,10,addition
(55 + 79 * 2) % 10,3,10,addAndMulti
(14 + 79 * 65) % 10,9,10,addAndMulti
(20 + 56 + 6) % 10,2,10,addition
(49 * 9 * 0) % 10,0,10,multiplication
(92 + 55 * 92) % 10,2,10,addAndMulti
